id	sentence
463	阿Ｑ没撑过博士生的第一年。
464	第一年，阿Ｑ没撑过博士生的。
465	阿Ｑ硕士生见到了第一年的，博士生则见到了第二年的。
466	阿Ｑ第一年撑过了硕士生的，第一年却没撑过博士生的。
467	我把博士生的第一年都浪费掉了。
468	第一年，我把博士生的都浪费掉了。
469	我认识那个昨天来找你的学生。
470	我认识那个昨天来找你学生。
471	我听说过阿Q随机杀人的新闻。
472	新闻，我听说过阿Ｑ随机杀人的。
473	自己人肯定帮自己人了。
474	自己人肯定有帮自己人。
475	兜里有包烟卷，还有毛巾、牙刷等日常用品。
476	兜里是包烟卷，还是毛巾、牙刷等日常用品。
477	参加比赛的有北京队和山东队，还有辽宁队。
478	参加比赛的是北京队和山东队，还是辽宁队。
479	他有一只耳朵聋了，不是两只。
480	他是一只耳朵聋了，没有两只。
481	他有一双大眼睛，不是小眼睛。
482	他有一双大眼睛，没有小眼睛。
483	他找茶壶烧开水。
484	他找着茶壶烧开水。
485	桌子上都是书。
486	桌子上都有书。
487	他用汤碗喝汤。
488	他用汤的碗喝汤。
489	白纸是最常见的一种印刷专用纸。
490	白的纸是最常见的一种印刷专用纸。
491	这里很需要羊毛大衣这种保暖衣物。
492	这里很需要羊毛的大衣这种保暖衣物。
493	我参加了新书展览会。
494	我参加了新的书展览会。
495	我有很白的一块布。
496	我有白一块布。
497	解放军攻到城里。
498	解放军攻城里。
499	我把水往马路上泼。
500	我把水到马路上泼。
501	请把答案在黑板上写一下。
502	请你把答案到黑板上写一下。
503	他虽然笑在脸上，但心里不好受。
504	他虽然笑脸上，但心里不好受。
505	他打着球。
506	他诚实着。
507	老师的话让他乐在心里。
508	老师的话让他乐到心里。
509	他吃了饭了。
510	他吃了饭。
511	弟弟很快地吃完饭。
512	弟弟很快地吃饭。
513	弟弟小声地唱起了歌。
514	弟弟小声地唱了歌。
515	我吃过蛇。
516	我吃了蛇。
517	我抓过蛇。
518	我抓了蛇。
519	我想在北京住两天就去上海。
520	我想在北京住了两天就去上海。
521	警察踹门进屋搜寻。
522	警察踹着门进屋搜寻。
523	他派车队迎亲。
524	他迎亲派车队。
525	我从公园走到图书馆。
526	我到图书馆从公园走。
527	他每天跑着去学校。
528	他每天回着去学校。
529	他正跑着。
530	他跑着飞。
531	你认真的爬。
532	你认真的回。
533	利率可能跟着往下降。
534	利率可能跟着往上降。
535	阿姨没洗干净衣服。
536	阿姨没洗没干净衣服。
537	我应该到大陆去。
538	我应该到去大陆。
539	张三到了台北。
540	张三往了台北。
541	他拿了一碗汤来房间。
542	他拿来了房间一碗汤。
543	她拿了一碗汤来房间。
544	她拿来了一碗汤房间。
545	他拿来一碗汤。
546	他拿来或者去一碗汤。
547	她买花来宿舍了。
548	宿舍被她买花来了。
549	她买花去宿舍了。
550	宿舍被她买花去了。
551	我用刀切了肉。
552	用刀，我切了肉。
553	谁买的狗最贵？
554	你为什么买的狗最贵？
555	是谁明天去北京？
556	谁是明天去北京？
557	村子里来了三个医生。
558	村子里来了前三个医生。
559	张三是什么时候去北京？
560	是张三什么时候去北京？
561	他耐心地等我。
562	他等耐心地我。
563	我经常给我父亲写信。
564	我给经常我父亲写信。
565	是谁买的狗你喜欢？
566	是谁你喜欢买的狗？
567	张三借了三本这种书。
568	张三借了书三本这种。
569	张三借了三本这一种书。
570	张三借了书三本这一种。
571	李四买了两只这种狗。
572	李四买了两只每一种狗。
573	张三读过这三本书中的一本。
574	张三读过每三本书中的一本。
575	张三买了一辆车，但我不知道是多新的。
576	张三买了一辆很快的车，但我不知道是多么。
577	张三有一个小孩，但我不知道是张三有一个几公斤的小孩。
578	张三有一个小孩，但我不知道是张三有一个几公斤小孩。
579	张三前一个女朋友住在台北。
580	张三前一个女儿住在台北。
581	张三看到某人，但我不知道是谁。
582	张三看到某人，但我不知道谁。
583	张三有一个小孩，但我不知道是几公斤。
584	张三有一个小孩，但我不知道是几公斤的。
585	张三看到某人，但是我不知道是谁。
586	张三看到某人，但是我不知道张三看到是谁。
587	李民爱小娟爱了三年。
588	李民爱了小娟。
589	我在一小时内写了一封信。
590	他在一小时内推了一架车。
591	我昨天画好了一幅画。
592	我昨天画好了一幅画，可是没画完。
593	他去年租了一栋公寓，现在还在租同一栋公寓。
594	他们去年赢了一场球，现在还在赢那场球。
595	门口站了一个小孩。
596	他在门口站了。
597	他在一个小时内把所有的书放在了桌子上。
598	他在一个小时内站了。
599	张三是买了什么书？
600	是张三买了什么？
601	这根绳子短了三公分。
602	这根绳子短了三年。
603	这本书是谁买了？
604	是这本书谁买了？
605	连看，我知道李四都没看。
606	连看，我都知道李四没看。
607	估计约有五六千歌迷一路相送。
608	估计约有五六千歌迷一路相送他。
609	他有美女相伴。
610	他有美女相伴他。
611	本省人受迫害，尚有亲友相助。
612	本省人受迫害，尚有亲友相助他们。
613	草原十分辽阔。
614	草原辽辽阔阔的。
615	他是个好心的人。
616	他是个好好心心的人。
617	他喜欢冷冰冰的水。
618	他喜欢冷冰冰水。
619	水冷冰冰的。
620	水冷冰冰。
621	头发白白的。
622	头发不白白的。
623	他咳了三次。
624	这根绳子短了三次。
625	我喜欢张三他们三个。
626	我喜欢学生那两个。
627	你为什么说很少人辞职？
628	很少人为什么说你辞职？
629	他为什么常骂他？
630	他常为什么骂他？
631	他敢做每件我不敢的事。
632	他敢吃每道我不敢的菜。
633	他能做哪一件我不敢的事？
634	他能做每件我也不敢的事。
635	他敢做哪一件我也不能的事？
636	他敢做我也不能的事。
637	他敢做每件我不能的事。
638	他不敢做每件我能的事。
639	张三喜欢这本书，李四不喜欢。
640	张三喜欢这本书，李四不。
641	他慢慢地吃饭。我也慢慢地吃。
642	他慢慢地吃饭。我也慢慢地。
643	张三能去纽约，可是李四不能。
644	张三去了纽约，可是李四不能。
645	这条裙子多少短了一点。
646	这条裙子多少短了。
647	丫丫喜欢李亚。李娜也是。
648	丫丫喜欢李亚。李娜也。
649	丫丫喜欢李亚。李娜也是喜欢李亚。
650	丫丫喜欢李亚。她也是喜欢李娜。
651	谁也是送他一本书？
652	谁是送他一本书？
653	王五养了八头牛。
654	王五养了八头的牛。
655	我吃完了一块饼干。
656	我吃完了块饼干。
657	我教过一个学生很聪明。
658	我教过个学生很聪明。
659	他写过一本书很有意思。
660	他写过本书很有意思。
661	连个学生都没来。
662	个学生都没来。
663	我劝他来。
664	我劝他会来。
665	我逼他来。
666	我逼他会来。
667	他做运动打网球可以打好几小时。
668	他是做运动是打网球可以打好几小时。
669	我去过他们的城市。
670	这个工作很适合你。
671	这个工作对你很合适。
672	你很爱他。
673	他很感谢大家的帮助。
674	他是英雄。
675	关于这件事，他们已经讨论过了。
676	他从那里带回来很多纪念品。
677	给班上的人，他做过不少事情。
678	关于这件事，我听说他们已经讨论过了。
679	他给了我一把剑。
680	他把信放在书里。
681	她给我寄了一张照片。
682	她寄了一张照片给我。
683	她替我寄了一张照片。
684	谁写这一章呢？
685	这艘摩托艇已经开了许多年了。
686	他喜欢开上午。
687	我追累了他了。
688	他们逗得那个陌生人唱了起来。
689	你把坏蛋打跑了。
690	那瓶酒喝醉了全桌的人。
691	早晨的新闻听得大家非常振奋。
692	这条河不能开你的那艘破摩托艇。
693	你的那艘破摩托艇不能开这条河。
694	你吃这双筷子吧。
695	酒喝醉了我。
696	新开的那家饭馆吃得他们长了好几磅。
697	新来的教练跑得他们都不好意思了。
698	你在哭什么？我在哭世道的不公平。
699	那场电影看得我非常不舒服。
700	那个电影看得我非常不舒服。
701	她笑疯了。
702	你哭走了很多客人。
703	那场相声笑得我肚子都疼了。
704	那个相声笑得我肚子都疼了。
705	他把那些土豆去了皮。
706	我喝醉了酒。
707	他没告诉大家你这么唱那首民歌。
708	他的亲戚和朋友都来了。
709	他走得气喘吁吁。
710	他气得我不想写信。
711	那封信，他气得我不想写了。
712	他唱得特别好听。
713	小曲他唱得特别好听。
714	我给了他很多礼物。
715	他告诉过我好几次他们不该进城。
716	他一连教了我十天河南话。
717	我卖过一年鱼。
718	他骂了三次人。
719	这个老师教过那几个学生十年。
720	这个老师教过十年学生。
721	你唱什么民歌？
722	这个老师教过学生十年物理。
723	他一连教了我十天的河南话。
724	我小心翼翼地写了一封信。
725	他说你唱什么民歌？
726	他说你怎么唱民歌？
727	他在唱歌。
728	我没有回家。
729	他唱着歌。
730	你辞职可以，他接班不行！
731	他们这样想不应该。
732	这个人受罚该不该？
733	让我跟你作对可能吗？
734	该咱们这些人得奖。
735	会不会他想出国？
736	他刚才说你唱过什么民歌？
737	他刚才说你怎么唱过民歌？
738	他没听过你唱什么民歌？
739	他没听过你怎么唱民歌？
740	我跟张三很处得来。
741	跟张三我很处得来。
742	我在桌子上摆了一盆花。
743	在桌子上我摆了一盆花。
744	张三说李四打了自己。
745	那封信被我叫李四请王五托她妹妹寄走了。
746	张三被李四打了他一下。
747	张三被李四把他骗得团团转。
748	李四把他骗得团团转的那个人走了。
749	张三被李四莫名其妙地骗走了。
750	张三故意被打了。
751	张三被土匪抢走了三件行李。
752	我又被他自摸了。
753	李四又被王五击出一支全垒打。
754	张三被土匪打死了爸爸。
755	李四被我买走了最喜欢的那本书。
756	检察官把张三求刑七年。
757	张镇星被检察官求刑七年。
758	北大被逮捕了三个学生。
759	李四送了他两本书的那个人走了。
760	李四偷了他两本书的那个人走了。
761	张三被土匪打死了他的爸爸。
762	张三是故意被李四打了。
763	他又被张三，又被李四，看见了。
764	这本书很值得你看。
765	我把卡车装满了稻草。
766	卡车被我装满了稻草。
767	他把我骂得自己都受不了。
768	先让他把文章念懂以后再问他问题吧！
769	李四被我们骂了一顿。
770	我们把李四骂得很厉害。
771	他被我看见了。
772	妈妈被小孩追累了。
773	我把他们打的手都肿了。
774	他们被我打得手都肿了。
775	我把橘子剥了皮了。
776	林一骑累了马。
777	林一把马骑累了。
778	他使李四害了自己。
779	把这块肉，你先切切吧。
780	那三大碗酒把李四喝醉了。
781	十首小曲把林一唱得口干舌燥。
782	李四的笑话把林一笑得肚子疼。
783	李四喝那三大碗酒喝醉了。
784	林一唱十首小曲唱得口干舌燥。
785	郁闷的心情使李四喝醉了。
786	林伊吃饱了。
787	金鱼游得看不见了。
788	这事真急人！
789	你急什么？
790	你笑什么？
791	李四吞吞吐吐的样子急死了林一。
792	他被我们看到了。
793	我免了李四的职。
794	李四被我免了职。
795	我把林一抢走了帽子。
796	我把杯子拿给他。
797	我拿杯子给他。
798	我小心地把杯子拿给他。
799	我把杯子小心地拿给他。
800	用刀他杀了很多鸡。
801	他们在学校都很认真。
802	他们不都喜欢这个故事。
803	他们都说林伊来了。
804	他们，林伊说都来了。
805	他们不可能都做那件事。
806	橘子，我喜欢。
807	橘子，我剥了皮了。
808	他把你想得饭都不肯吃。
809	他把小猫爱得要死。
810	他把一个大好机会错过了。
811	小孩把他想得要死。
812	小孩像他像的要死。
813	你不把他们仔细地审问，怎会查出问题？
814	张三被我叫李四请王五带到学校。
815	他把书拿着。
816	他不喜欢被骂。
817	你不应该把他们逮捕，又马上释放。
818	他修车的方法比我的好。
819	他不能来的原因我知道了；你的呢？
820	我喜欢他而且张三也喜欢他。
821	我想找一个负责英文的秘书兼教小孩的家教。
822	这就是他唱歌的声音。
823	这就是他做恶的后果。
824	这就是他考试的结果。
825	这就是他杀这个小孩的价码。
826	这就是我想象他唱歌的声音。
827	我音乐很喜欢。
828	我会看书。
829	他会追张小姐吗？他张小姐不想追，李小姐才会追。
830	这种醋，你千万吃不得。
831	他的刀，我不敢开。
832	他们，意外发生了。
833	每一个穿袜子的学生都是跳舞的。
834	这就是我们以为他为什么没来的原因。
835	他喜欢张三打算请他来演讲的作家。
836	他喜欢谁打算请来演讲的作家？
837	他要见老师想找他们来这儿的学生。
838	一篇论文，我还可以应付；两篇那就太多了。
839	张三记得什么李四买了。
840	你最喜欢买什么的人？
841	他在李四买什么以后生气了？
842	我买什么最好？
843	每个人都买了三本谁写的书？
844	每个人都买了三本李四写的书。
845	谁写的书你最喜欢？
846	他不住这儿。
847	他只喜欢在哪儿看书？
848	谁都喜欢书。
849	如果你喜欢谁，就请他来。
850	他难道是老实人吗？
851	他没做什么。
852	你做了什么吗？
853	你想不想买什么？
854	我以为他做了什么。
855	你看！他一定发现了什么了，不然怎么那么高兴？
856	如果你喜欢什么，我就把它买下来。
857	他写什么，我就写什么。
858	他为什么没来，我就为什么没来。
859	他怎么修车，你就应该怎么修车。
860	难道是李四先逃走的吗？
861	你想出去看电影还是在家打麻将？
862	他到底爱上了谁了？
863	李四不晓得你到底买不买那本书。
864	她想知道你到底去了哪儿。
865	李四说他到底什么时候回家？
866	你想跟谁商量这件事？
867	张三在家里睡觉还是李四在公司上班？
868	你喜欢张三喜欢李四？
869	张三买书还是张三不买书？
870	张三买书还是不买书？
871	张三买还是不买书？
872	张三买不买书？
873	他喜欢不喜欢这本书？
874	张三不晓得你来还是不来。
875	张三不晓得你来不来。
876	你觉得他会还是不会来呢？
877	你不认识他吗？
878	你比较喜欢来还是不来的那个人呢？
879	如果你想看这本书，我就送给你。
880	你看没看见李四？
881	你觉得他喜不喜欢你呢？
882	他高不高兴不重要。
883	我们在讨论他高不高兴的问题。
884	你想知道谁高不高兴？
885	你可听过这种事？
886	你吃了饭没？
887	你吃了饭没有？
888	张三看见了谁？
889	谁张三看见了。
890	张三以为李四买了什么？
891	张三想知道李四买了什么。
892	你想他难道是老实人吗？
893	他想：你难道是老实人吗？
894	张三或者李四在家里上班。
895	三个学生不够。
896	三个学生，我想大概吃不完两个蛋糕。
897	你如果能找到两个帮手，就赶快把他们请来。
898	我让三个人吃五碗饭。
899	狗跑走了。
900	有三个人抬得起两架钢琴。
901	我去过一个朋友的家。
902	我给一个朋友的孩子找工作。
903	我喜欢他们两个人。
904	他们两个我听说很喜欢在一起。
905	他们学生，我知道不会有什么钱的。
906	他们那些学生，每个人都很喜欢。
907	我喜欢张三和李四这两个乖孩子。
908	我喜欢张三和李四他们两个乖孩子。
909	弟弟又忘了东西了。
910	弟弟一个单身汉很无聊。
911	学生，你认识的那些明天会来。
912	这个学生，穿红衣服的，是他的学生。
913	那些学生，你们去年教过，他很喜欢的，现在在这儿。
914	那些学生，他很喜欢的，你们去年教过，现在在这儿。
915	他们一定两个人来这儿。
916	我去找孩子们。
917	我去找孩子。
918	小强们什么时候来？
919	他们那些孩子不爱干净。
920	张三他什么时候来？
921	一个高高瘦瘦的金发姑娘刚刚来找你。
922	如果一个人不够，就找五个人去。
923	推开门进去，一老头躺在床上。
924	有一个学生那时候可能在学校。
925	张三最近怎么样，会不会来这儿？
926	张三早就来了。
927	看，一片枫叶掉下来了。
928	有两个小孩走着钢索很危险。
929	一个人下棋很无聊。
930	镜子里有三个他。
